Year,Month,Day,Hour,Mins,Class,death_num,Injured_num,Gender,Age,Degree_of_injury,Weather,Speed_limit,Road_type,Location
104,1,1,0,18,2,0,3,1,19,2,8,30,15,9
104,1,1,0,18,2,0,3,1,18,2,8,30,15,9
104,1,1,0,18,2,0,3,1,19,3,8,30,15,9
104,1,1,0,18,2,0,3,2,20,2,8,30,15,9
104,1,1,1,37,2,0,2,1,51,3,8,50,4,1
104,1,1,1,37,2,0,2,1,19,2,8,50,4,1
104,1,1,1,37,2,0,2,2,18,2,8,50,4,1
104,1,1,1,37,2,0,2,1,13,4,8,50,4,1
104,1,1,2,30,2,0,2,1,19,2,8,0,3,22
104,1,1,2,30,2,0,2,3,,,8,0,3,22
104,1,1,2,30,2,0,2,2,18,2,8,0,3,22
104,1,1,2,35,2,0,1,1,,4,7,50,14,9
104,1,1,2,35,2,0,1,1,18,3,7,50,14,9
104,1,1,2,35,2,0,1,2,18,2,7,50,14,9
104,1,1,2,45,2,0,1,1,22,3,8,50,4,1
104,1,1,2,45,2,0,1,1,22,2,8,50,4,1
104,1,1,2,50,2,0,1,1,18,2,7,50,4,1
104,1,1,2,50,2,0,1,1,50,3,7,50,4,1
104,1,1,3,8,2,0,1,1,19,2,7,40,3,2
104,1,1,3,8,2,0,1,3,,,7,40,3,2
104,1,1,3,25,2,0,1,2,28,3,8,60,14,9
104,1,1,3,25,2,0,1,1,18,2,8,60,14,9
104,1,1,3,40,2,0,1,1,18,2,8,50,4,2
104,1,1,3,40,2,0,1,2,24,3,8,50,4,2
104,1,1,3,45,2,0,2,1,33,2,8,50,4,1
104,1,1,3,45,2,0,2,1,59,2,8,50,4,1
104,1,1,3,57,2,0,2,1,17,2,7,50,4,1
104,1,1,3,57,2,0,2,1,29,3,7,50,4,1
104,1,1,3,57,2,0,2,2,16,2,7,50,4,1
104,1,1,4,15,2,0,1,1,19,2,8,50,4,1
104,1,1,4,15,2,0,1,1,53,3,8,50,4,1
104,1,1,5,15,2,0,1,1,23,2,8,50,4,1
104,1,1,5,15,2,0,1,1,21,3,8,50,4,1
104,1,1,5,20,1,1,0,1,30,1,8,50,14,9
104,1,1,5,20,1,1,0,3,,,8,50,14,9
104,1,1,5,40,2,0,1,1,65,3,8,50,3,1
104,1,1,5,40,2,0,1,2,52,2,8,50,3,1
104,1,1,5,55,2,0,1,1,51,3,8,50,4,2
104,1,1,5,55,2,0,1,2,36,2,8,50,4,2
104,1,1,7,10,2,0,1,1,20,3,8,0,3,1
104,1,1,7,10,2,0,1,2,25,2,8,0,3,1
104,1,1,7,12,2,0,1,1,19,2,8,50,3,2
104,1,1,7,12,2,0,1,1,26,3,8,50,3,2
104,1,1,7,13,2,0,1,1,52,2,8,50,4,1
104,1,1,7,13,2,0,1,1,60,3,8,50,4,1
104,1,1,7,39,2,0,1,1,,4,8,50,14,9
104,1,1,7,39,2,0,1,2,43,2,8,50,14,9
104,1,1,8,50,2,0,1,1,30,3,8,50,4,1
104,1,1,8,50,2,0,1,1,22,2,8,50,4,1
104,1,1,8,56,2,0,1,1,61,3,8,50,4,1
104,1,1,8,56,2,0,1,1,83,2,8,50,4,1
104,1,1,9,30,2,0,1,1,28,3,8,50,4,1
104,1,1,9,30,2,0,1,1,54,2,8,50,4,1
104,1,1,9,33,2,0,1,1,53,3,8,50,4,2
104,1,1,9,33,2,0,1,2,85,2,8,50,4,2
104,1,1,10,50,2,0,1,1,63,3,8,50,4,1
104,1,1,10,50,2,0,1,2,58,2,8,50,4,1
104,1,1,12,4,2,0,1,1,55,3,8,50,14,9
104,1,1,12,4,2,0,1,1,62,2,8,50,14,9
104,1,1,12,4,2,0,1,1,48,3,8,50,14,9
104,1,1,12,57,2,0,1,2,44,3,8,70,3,2
104,1,1,12,57,2,0,1,2,23,2,8,50,4,1
104,1,1,12,57,2,0,1,2,55,2,8,70,3,2
104,1,1,12,57,2,0,1,1,48,3,8,50,4,1
104,1,1,13,50,2,0,1,1,37,3,8,50,4,1
104,1,1,13,50,2,0,1,1,24,2,8,50,4,1
104,1,1,14,5,2,0,2,2,30,2,8,40,8,11
104,1,1,14,5,2,0,2,2,47,2,8,40,8,11
104,1,1,14,11,2,0,2,1,33,2,8,50,14,9
104,1,1,14,11,2,0,2,1,83,2,8,50,14,9
104,1,1,15,20,2,0,2,2,25,2,8,30,4,1
104,1,1,15,20,2,0,2,1,43,2,8,30,4,1
104,1,1,16,0,2,0,1,1,31,2,8,50,14,9
104,1,1,16,0,2,0,1,1,41,3,8,50,14,9
104,1,1,16,24,2,0,1,2,40,2,7,0,14,9
104,1,1,16,24,2,0,1,2,56,3,7,0,14,9
104,1,1,16,25,2,0,2,1,46,3,8,50,4,1
104,1,1,16,25,2,0,2,2,44,2,8,50,4,1
104,1,1,16,25,2,0,2,2,50,2,8,50,4,1
104,1,1,17,18,2,0,2,1,37,2,8,40,14,22
104,1,1,17,18,2,0,2,2,56,2,8,40,14,22
104,1,1,17,30,2,0,2,1,48,2,8,40,3,1
104,1,1,17,30,2,0,2,1,54,2,8,40,3,1
104,1,1,18,50,2,0,2,1,20,2,8,50,14,10
104,1,1,18,50,2,0,2,1,50,3,8,50,14,10
104,1,1,18,50,2,0,2,2,27,2,8,50,14,10
104,1,1,18,58,2,0,1,1,32,2,8,50,3,2
104,1,1,18,58,2,0,1,1,,4,8,50,3,2
104,1,1,19,25,2,0,1,1,24,2,8,40,4,2
104,1,1,19,25,2,0,1,1,58,3,8,40,4,2
104,1,1,19,30,2,0,1,1,49,4,8,50,3,2
104,1,1,19,30,2,0,1,1,23,2,8,50,3,2
104,1,1,19,48,2,0,2,2,73,2,7,50,3,9
104,1,1,19,48,2,0,2,1,72,2,7,50,3,9
104,1,1,19,58,2,0,2,2,41,3,8,50,4,1
104,1,1,19,58,2,0,2,2,26,2,8,50,4,1
104,1,1,19,58,2,0,2,1,19,2,8,50,4,1
104,1,1,20,0,2,0,1,1,53,3,7,50,3,9
104,1,1,20,0,2,0,1,2,48,2,7,50,3,9
104,1,1,20,15,2,0,1,2,56,2,8,50,14,9
104,1,1,20,15,2,0,1,1,,,8,50,14,9
104,1,1,20,15,2,0,1,3,,,8,50,14,9
104,1,1,21,0,2,0,1,1,21,3,8,50,4,2
104,1,1,21,0,2,0,1,2,44,2,8,50,4,2
104,1,1,21,45,2,0,1,1,22,3,7,40,4,1
104,1,1,21,45,2,0,1,1,38,2,7,40,4,1
104,1,1,22,3,2,0,1,1,46,3,7,50,4,1
104,1,1,22,3,2,0,1,1,21,2,7,50,4,1
104,1,1,22,15,2,0,1,1,18,2,8,40,3,2
104,1,1,22,15,2,0,1,3,,,8,40,3,2
104,1,1,22,30,2,0,1,1,55,3,8,50,4,2
104,1,1,22,30,2,0,1,1,22,2,8,50,4,2
104,1,1,23,10,2,0,1,1,63,3,8,40,13,9
104,1,1,23,10,2,0,1,1,41,2,8,40,13,9
104,1,1,23,25,2,0,3,1,26,2,7,40,3,1
104,1,1,23,25,2,0,3,2,57,2,7,40,3,1
104,1,1,23,25,2,0,3,2,24,2,7,40,3,1
104,1,1,23,45,2,0,1,1,35,2,7,40,4,1
104,1,1,23,45,2,0,1,1,50,3,7,40,4,1
104,1,2,0,17,2,0,1,1,26,3,8,50,3,1
104,1,2,0,17,2,0,1,2,31,2,8,50,3,1
104,1,2,0,34,2,0,2,2,26,2,8,50,4,1
104,1,2,0,34,2,0,2,1,39,2,8,50,4,1
104,1,2,1,30,2,0,3,1,17,2,7,50,3,1
104,1,2,1,30,2,0,1,1,43,3,8,30,14,11
104,1,2,1,30,2,0,3,2,32,2,7,50,3,1
104,1,2,1,30,2,0,1,1,53,2,8,30,14,11
104,1,2,1,30,2,0,3,2,17,2,7,50,3,1
104,1,2,7,35,2,0,1,1,48,3,8,50,3,1
104,1,2,7,35,2,0,1,2,47,2,8,50,3,1
104,1,2,8,30,2,0,1,1,65,3,8,50,3,2
104,1,2,8,30,2,0,1,1,28,2,8,50,3,2
104,1,2,8,42,2,0,1,1,46,3,8,50,3,1
104,1,2,8,42,2,0,1,1,23,2,8,50,3,1
104,1,2,9,30,2,0,2,1,26,2,8,50,4,2
104,1,2,9,30,2,0,2,2,34,2,8,50,4,2
104,1,2,10,20,2,0,1,1,50,3,8,50,4,1
104,1,2,10,20,2,0,1,1,22,2,8,50,4,1
104,1,2,10,35,2,0,2,1,34,2,8,50,3,2
104,1,2,10,35,2,0,2,2,35,2,8,50,3,2
104,1,2,10,35,2,0,2,3,,,8,50,3,2
104,1,2,11,0,2,0,3,1,73,2,8,40,4,1
104,1,2,11,0,2,0,3,2,58,2,8,40,4,1
104,1,2,11,0,2,0,3,2,67,2,8,40,4,1
104,1,2,11,23,2,0,1,1,32,3,8,40,15,22
104,1,2,11,23,2,0,1,1,69,2,8,40,15,22
104,1,2,11,27,2,0,1,1,46,4,8,50,4,2
104,1,2,11,27,2,0,1,1,27,2,8,50,4,2
104,1,2,11,30,2,0,1,1,56,2,8,50,6,9
104,1,2,11,30,2,0,1,3,,,8,50,6,9
104,1,2,11,43,2,0,1,2,59,2,8,40,4,1
104,1,2,11,43,2,0,1,2,67,3,8,40,4,1
104,1,2,12,15,2,0,1,1,79,2,8,30,4,1
104,1,2,12,15,2,0,1,1,28,3,8,30,4,1
104,1,2,12,25,2,0,1,1,52,3,8,50,4,1
104,1,2,12,25,2,0,1,1,18,2,8,50,4,1
104,1,2,12,40,2,0,1,1,43,3,8,30,9,9
104,1,2,12,40,2,0,1,2,53,2,8,30,9,9
104,1,2,13,0,2,0,1,1,43,3,8,50,14,9
104,1,2,13,0,2,0,1,1,53,3,7,50,14,9
104,1,2,13,0,2,0,1,2,51,2,7,50,14,9
104,1,2,13,0,2,0,1,2,59,3,8,50,14,9
104,1,2,13,0,2,0,1,1,52,2,8,50,14,9
104,1,2,13,4,2,0,2,1,42,2,8,40,11,9
104,1,2,13,4,2,0,2,1,24,2,8,40,11,9
104,1,2,13,10,2,0,1,1,34,3,8,50,14,9
104,1,2,13,10,2,0,1,1,37,2,8,50,14,9
104,1,2,13,35,2,0,1,1,34,3,7,70,4,2
104,1,2,13,35,2,0,1,1,21,2,7,70,4,2
104,1,2,13,53,2,0,1,1,35,2,8,40,11,22
104,1,2,13,53,2,0,1,3,,,8,40,11,22
104,1,2,14,10,2,0,1,1,80,3,8,50,14,9
104,1,2,14,10,2,0,1,1,20,2,8,50,14,9
104,1,2,14,20,2,0,2,2,34,2,8,50,4,2
104,1,2,14,20,2,0,2,1,33,2,8,50,4,2
104,1,2,14,25,2,0,1,1,,4,8,50,14,9
104,1,2,14,25,2,0,1,1,64,2,8,50,14,9
104,1,2,15,0,2,0,2,2,49,2,8,40,3,2
104,1,2,15,0,2,0,2,2,57,2,8,40,3,2
104,1,2,15,10,2,0,2,1,44,3,8,50,3,1
104,1,2,15,10,2,0,2,1,35,2,8,50,3,1
104,1,2,15,10,2,0,2,2,31,2,8,50,3,1
104,1,2,15,45,2,0,2,1,24,2,8,50,14,9
104,1,2,15,45,2,0,2,1,26,2,8,50,14,9
104,1,2,16,30,2,0,2,1,65,3,8,50,4,2
104,1,2,16,30,2,0,2,2,30,2,8,50,4,2
104,1,2,16,30,2,0,2,1,38,2,8,50,4,2
104,1,2,16,50,2,0,2,1,51,4,7,50,4,1
104,1,2,16,50,2,0,2,1,18,2,7,50,4,1
104,1,2,16,50,2,0,2,1,44,3,7,50,4,1
104,1,2,16,50,2,0,2,2,16,2,7,50,4,1
104,1,2,17,8,1,1,2,1,65,3,8,50,4,2
104,1,2,17,8,1,1,2,1,24,2,8,50,4,2
104,1,2,17,8,1,1,2,1,37,2,8,50,4,2
104,1,2,17,8,1,1,2,1,65,1,8,50,4,2
104,1,2,17,9,2,0,1,1,21,4,8,50,3,2
104,1,2,17,9,2,0,1,1,15,2,8,50,3,2
104,1,2,17,19,2,0,1,1,24,3,8,50,4,1
104,1,2,17,19,2,0,1,1,70,2,8,50,4,1
104,1,2,17,32,2,0,1,1,23,3,8,50,4,2
104,1,2,17,32,2,0,1,2,45,2,8,50,4,2
104,1,2,18,26,2,0,1,1,59,3,8,50,4,2
104,1,2,18,26,2,0,1,1,78,2,8,50,4,2
104,1,2,18,30,2,0,1,1,49,3,8,40,4,1
104,1,2,18,30,2,0,1,2,56,2,8,40,4,1
104,1,2,18,45,2,0,2,2,56,2,8,40,4,1
104,1,2,18,45,2,0,2,1,56,2,8,40,4,1
104,1,2,19,0,2,0,3,2,40,2,8,50,3,2
104,1,2,19,0,2,0,3,2,39,2,8,50,3,2
104,1,2,19,0,2,0,3,1,15,2,8,50,3,2
104,1,2,19,20,2,0,1,1,49,2,7,40,4,1
104,1,2,19,20,2,0,1,1,64,3,7,40,4,1
104,1,2,19,40,2,0,2,2,25,2,8,40,4,1
104,1,2,19,40,2,0,2,1,20,2,8,40,4,1
104,1,2,19,45,2,0,1,1,30,3,7,50,5,2
104,1,2,19,45,2,0,1,1,26,2,7,50,5,2
104,1,2,20,0,2,0,1,1,49,3,8,50,3,1
104,1,2,20,0,2,0,1,1,27,3,8,50,3,1
104,1,2,20,0,2,0,1,1,29,3,8,50,3,1
104,1,2,20,0,2,0,1,2,36,2,8,50,3,1
104,1,2,20,5,2,0,1,1,34,2,8,40,14,8
104,1,2,20,5,2,0,1,1,58,3,8,40,14,8
104,1,2,21,17,2,0,1,1,39,3,7,50,3,2
104,1,2,21,17,2,0,1,2,46,2,7,50,3,2
104,1,2,21,23,2,0,1,1,20,2,8,50,4,1
104,1,2,21,23,2,0,1,1,28,3,8,50,4,1
104,1,2,21,30,2,0,1,1,39,3,8,30,4,1
104,1,2,21,30,2,0,1,2,33,2,8,30,4,1
104,1,2,22,0,2,0,2,1,49,2,8,50,4,1
104,1,2,22,0,2,0,2,1,56,2,8,50,4,1
104,1,2,22,31,2,0,1,1,20,2,8,50,3,1
104,1,2,22,31,2,0,1,1,36,3,8,50,3,1
104,1,2,23,40,2,0,1,1,51,3,8,50,14,9
104,1,2,23,40,2,0,1,1,32,2,8,50,14,9
104,1,2,23,45,2,0,2,1,26,2,7,50,4,2
104,1,2,23,45,2,0,2,1,19,2,7,50,4,2
104,1,2,23,58,2,0,1,1,41,3,8,50,14,8
104,1,2,23,58,2,0,1,2,63,2,8,50,14,8
104,1,3,1,42,2,0,2,1,56,3,8,40,4,1
104,1,3,1,42,2,0,2,1,23,2,8,40,4,1
104,1,3,1,42,2,0,2,2,21,2,8,40,4,1
104,1,3,8,6,2,0,2,1,59,2,8,40,4,1
104,1,3,8,6,2,0,2,1,33,2,8,40,4,1
104,1,3,8,15,2,0,1,1,41,3,8,50,3,2
104,1,3,8,15,2,0,1,1,21,2,8,50,3,2
104,1,3,8,42,2,0,1,2,37,3,8,50,4,2
104,1,3,8,42,2,0,1,1,19,2,8,50,4,2
104,1,3,8,50,2,0,1,1,22,3,8,50,14,9
104,1,3,8,50,2,0,1,1,,2,8,50,14,9
104,1,3,9,0,2,0,1,1,41,3,8,40,14,9
104,1,3,9,0,2,0,1,1,20,2,8,40,14,9
104,1,3,9,4,2,0,1,1,48,2,8,40,11,9
104,1,3,9,4,2,0,1,1,,4,8,40,11,9
104,1,3,9,5,2,0,1,1,,4,8,30,3,1
104,1,3,9,5,2,0,1,1,29,2,8,30,3,1
104,1,3,10,15,2,0,2,1,25,2,8,50,14,9
104,1,3,10,15,2,0,2,2,76,2,8,50,14,9
104,1,3,10,50,2,0,2,1,38,2,8,40,14,9
104,1,3,10,50,2,0,2,2,19,2,8,40,14,9
104,1,3,11,0,2,0,1,1,36,2,8,30,14,9
104,1,3,11,0,2,0,1,3,,,8,30,14,9
104,1,3,11,0,2,0,1,3,,,8,30,14,9
104,1,3,11,0,2,0,1,3,,,8,30,14,9
104,1,3,11,15,2,0,1,1,26,3,8,40,3,1
104,1,3,11,15,2,0,1,1,26,3,8,40,3,1
104,1,3,11,15,2,0,1,1,21,3,8,40,3,1
104,1,3,11,15,2,0,1,2,25,2,8,40,3,1
104,1,3,12,13,2,0,1,2,46,3,8,50,3,1
104,1,3,12,13,2,0,1,2,21,2,8,50,3,1
104,1,3,12,16,2,0,1,1,18,2,8,50,4,2
104,1,3,12,16,2,0,1,1,36,3,8,50,4,2
104,1,3,12,25,2,0,2,1,21,3,8,50,4,1
104,1,3,12,25,2,0,2,2,67,2,8,50,4,1
104,1,3,12,25,2,0,2,2,29,2,8,50,4,1
104,1,3,12,35,2,0,3,1,26,3,8,50,3,1
104,1,3,12,35,2,0,3,1,41,3,8,50,3,1
104,1,3,12,35,2,0,3,2,41,2,8,50,3,1
104,1,3,12,35,2,0,3,1,12,2,8,50,3,1
104,1,3,12,35,2,0,3,1,9,2,8,50,3,1
104,1,3,13,5,2,0,1,1,,4,8,40,5,1
104,1,3,13,5,2,0,1,1,24,2,8,40,5,1
104,1,3,13,10,2,0,2,1,38,3,8,50,4,1
104,1,3,13,10,2,0,2,1,28,2,8,50,4,1
104,1,3,13,10,2,0,2,2,30,2,8,50,4,1
104,1,3,13,30,2,0,1,2,51,3,7,50,4,1
104,1,3,13,30,2,0,1,1,25,2,7,50,4,1
104,1,3,13,31,2,0,1,1,36,4,8,50,4,1
104,1,3,13,31,2,0,1,2,29,2,8,50,4,1
104,1,3,13,38,2,0,1,1,44,2,8,50,14,7
104,1,3,13,38,2,0,1,1,35,3,8,50,14,7
104,1,3,14,20,2,0,1,1,29,2,8,60,10,9
104,1,3,14,20,2,0,1,2,34,3,8,60,10,9
104,1,3,14,20,2,0,1,1,50,3,8,60,10,9
104,1,3,14,50,2,0,1,1,54,3,8,50,14,9
104,1,3,14,50,2,0,1,2,36,2,8,50,14,9
104,1,3,15,25,2,0,1,2,34,2,8,50,3,1
104,1,3,15,25,2,0,1,1,43,3,8,50,3,1
104,1,3,15,25,2,0,1,1,24,3,8,50,3,1
104,1,3,15,30,2,0,1,1,53,3,8,40,4,1
104,1,3,15,30,2,0,1,1,31,3,8,40,4,1
104,1,3,15,30,2,0,1,2,39,2,8,40,4,1
104,1,3,16,6,2,0,2,1,23,3,8,50,15,22
104,1,3,16,6,2,0,2,2,38,2,8,50,15,22
104,1,3,16,6,2,0,2,2,10,2,8,50,15,22
104,1,3,16,7,2,0,1,1,,4,8,50,14,9
104,1,3,16,7,2,0,1,2,41,2,8,50,14,9
104,1,3,16,50,2,0,2,1,27,2,8,50,4,1
104,1,3,16,50,2,0,2,1,33,2,8,50,4,1
104,1,3,17,50,2,0,2,1,25,2,8,50,11,9
104,1,3,17,50,2,0,2,1,42,3,8,50,11,9
104,1,3,17,50,2,0,2,1,56,2,8,50,11,9
104,1,3,18,10,2,0,2,2,50,2,8,50,4,1
104,1,3,18,10,2,0,2,1,65,2,8,50,4,1
104,1,3,18,37,2,0,2,1,20,2,8,50,14,9
104,1,3,18,37,2,0,2,1,51,2,8,50,14,9
104,1,3,19,20,2,0,1,1,24,3,8,50,14,9
104,1,3,19,20,2,0,1,1,29,2,8,50,14,9
104,1,3,19,30,2,0,2,1,24,2,7,50,8,8
104,1,3,19,30,2,0,2,1,38,2,7,50,8,8
104,1,3,20,0,2,0,2,1,32,3,8,50,3,9
104,1,3,20,0,2,0,2,1,19,2,8,50,3,9
104,1,3,20,0,2,0,2,2,19,2,8,50,3,9
104,1,3,20,10,2,0,1,1,,4,8,50,4,1
104,1,3,20,10,2,0,1,2,37,3,8,50,4,1
104,1,3,20,10,2,0,1,1,21,2,8,50,4,1
104,1,3,20,20,2,0,1,2,25,2,8,50,14,9
104,1,3,20,20,2,0,1,1,35,3,8,50,14,9
104,1,3,20,20,2,0,1,2,60,4,8,50,14,9
104,1,3,20,25,2,0,1,2,38,3,7,50,4,1
104,1,3,20,25,2,0,1,2,26,3,7,50,4,1
104,1,3,20,25,2,0,1,2,64,2,7,50,4,1
104,1,3,21,30,2,0,3,2,55,2,7,0,14,9
104,1,3,21,30,2,0,3,1,22,2,7,0,14,9
104,1,3,21,30,2,0,3,1,52,3,7,0,14,9
104,1,3,21,30,2,0,3,2,21,2,7,0,14,9
104,1,3,22,7,2,0,1,1,18,2,8,50,14,9
104,1,3,22,7,2,0,1,1,40,3,8,50,14,9
104,1,3,22,10,2,0,1,1,21,2,7,50,4,1
104,1,3,22,10,2,0,1,1,35,3,7,50,4,1
104,1,3,22,37,2,0,1,1,23,3,7,50,4,2
104,1,3,22,37,2,0,1,1,24,2,7,50,4,2
104,1,3,22,56,2,0,1,2,60,2,8,50,4,1
104,1,3,22,56,2,0,1,1,43,3,8,50,4,1
104,1,3,23,30,2,0,2,1,41,3,8,50,3,1
104,1,3,23,30,2,0,2,1,18,2,8,50,3,1
104,1,3,23,30,2,0,2,1,29,3,8,50,3,1
104,1,3,23,30,2,0,2,1,18,2,8,50,3,1
104,1,4,1,0,2,0,2,1,20,2,8,50,14,9
104,1,4,1,0,2,0,2,1,23,3,8,50,14,9
104,1,4,1,0,2,0,2,2,19,2,8,50,14,9
104,1,4,2,55,2,0,3,2,30,2,8,50,14,9
104,1,4,2,55,2,0,3,1,18,2,8,50,14,9
104,1,4,2,55,2,0,3,1,15,2,8,50,14,9
104,1,4,7,22,2,0,2,1,20,2,8,50,4,2
104,1,4,7,22,2,0,2,2,26,2,8,50,4,2
104,1,4,7,45,2,0,1,1,,4,8,50,14,9
104,1,4,7,45,2,0,1,1,18,2,8,50,14,9
104,1,4,7,50,2,0,1,1,42,3,8,40,3,2
104,1,4,7,50,2,0,1,1,39,2,8,40,3,2
104,1,4,8,30,2,0,1,1,24,3,8,0,4,2
104,1,4,8,30,2,0,1,2,62,2,8,0,4,2
104,1,4,8,34,2,0,1,1,32,4,8,40,14,9
104,1,4,8,34,2,0,1,2,27,2,8,40,14,9
104,1,4,11,0,2,0,1,1,40,2,7,50,14,9
104,1,4,11,0,2,0,1,1,,3,7,50,14,9
104,1,4,11,15,2,0,1,2,66,3,8,50,14,9
104,1,4,11,15,2,0,1,2,42,2,8,50,14,9
104,1,4,11,31,2,0,1,1,21,3,8,50,4,2
104,1,4,11,31,2,0,1,2,40,2,8,50,4,2
104,1,4,11,50,2,0,1,2,29,2,8,0,4,2
104,1,4,11,50,2,0,1,1,56,3,8,0,4,2
104,1,4,12,19,2,0,1,2,41,2,8,50,3,1
104,1,4,12,19,2,0,1,1,28,3,8,50,3,1
104,1,4,13,15,2,0,2,1,53,3,8,30,4,1
104,1,4,13,15,2,0,2,1,20,2,8,30,4,1
104,1,4,13,15,2,0,2,2,20,2,8,30,4,1
104,1,4,14,46,2,0,1,2,36,3,8,50,4,1
104,1,4,14,46,2,0,1,2,32,2,8,50,4,1
104,1,4,15,32,2,0,1,1,33,2,8,40,3,2
104,1,4,15,32,2,0,1,1,33,3,8,40,3,2
104,1,4,15,54,2,0,1,1,44,3,8,50,3,1
104,1,4,15,54,2,0,1,1,58,2,8,50,3,1
104,1,4,16,38,2,0,2,1,43,3,8,40,14,8
104,1,4,16,38,2,0,2,1,25,2,8,40,14,8
104,1,4,16,38,2,0,2,2,24,2,8,40,14,8
104,1,4,17,15,2,0,2,2,21,2,8,50,4,2
104,1,4,17,15,2,0,2,1,36,4,8,50,4,2
104,1,4,17,15,2,0,2,1,28,4,8,50,4,2
104,1,4,17,15,2,0,2,1,26,2,8,50,4,2
104,1,4,17,30,2,0,1,1,33,3,7,50,14,9
104,1,4,17,30,2,0,1,1,23,2,7,50,14,9
104,1,4,17,43,2,0,1,1,60,3,7,50,4,4
104,1,4,17,43,2,0,1,2,30,2,7,50,4,4
104,1,4,18,0,2,0,1,1,19,2,8,40,15,9
104,1,4,18,0,2,0,1,2,36,3,8,40,15,9
104,1,4,18,15,2,0,1,1,35,3,7,50,4,1
104,1,4,18,15,2,0,1,2,76,2,7,50,4,1
104,1,4,19,33,2,0,1,1,62,3,8,50,14,8
104,1,4,19,33,2,0,1,1,20,2,8,50,14,8
104,1,4,20,14,2,0,1,2,56,3,7,50,4,1
104,1,4,20,14,2,0,1,1,21,2,7,50,4,1
104,1,4,20,45,2,0,2,1,53,3,8,50,3,1
104,1,4,20,45,2,0,2,1,21,2,8,50,3,1
104,1,4,20,45,2,0,2,2,20,2,8,50,3,1
104,1,4,21,0,2,0,1,1,31,3,8,50,14,9
104,1,4,21,0,2,0,1,1,43,2,8,50,14,9
104,1,4,21,17,2,0,1,1,56,3,8,50,3,1
104,1,4,21,17,2,0,1,2,64,2,8,50,3,1
104,1,4,21,20,2,0,1,1,22,2,8,50,14,9
104,1,4,21,20,2,0,1,1,25,3,8,50,14,9
104,1,4,21,40,2,0,2,1,49,2,8,50,14,22
104,1,4,21,40,2,0,2,1,37,3,8,50,14,22
104,1,4,21,40,2,0,2,2,41,2,8,50,14,22
104,1,4,22,15,2,0,1,1,24,2,8,50,3,1
104,1,4,22,15,2,0,1,1,71,3,7,50,4,1
104,1,4,22,15,2,0,1,2,41,3,8,50,3,1
104,1,4,22,15,2,0,1,1,25,2,7,50,4,1
104,1,4,22,51,2,0,2,2,33,2,8,40,3,2
104,1,4,22,51,2,0,2,1,47,2,8,40,3,2
104,1,4,22,51,2,0,2,1,27,4,8,40,3,2
104,1,4,23,53,2,0,1,1,31,3,8,40,5,1
104,1,4,23,53,2,0,1,1,22,2,8,40,5,1
104,1,5,7,5,2,0,1,1,26,3,8,50,4,1
104,1,5,7,5,2,0,1,2,75,2,8,50,4,1
104,1,5,7,30,2,0,2,1,14,2,8,30,3,2
104,1,5,7,30,2,0,2,1,52,2,8,30,3,2
104,1,5,7,35,2,0,1,1,22,2,8,50,14,9
104,1,5,7,35,2,0,1,2,51,3,8,50,14,9
104,1,5,7,45,2,0,1,1,59,2,8,50,3,1
104,1,5,7,45,2,0,1,2,25,3,8,50,3,1
104,1,5,8,5,2,0,1,1,40,3,8,40,14,9
104,1,5,8,5,2,0,1,2,29,2,8,40,14,9
104,1,5,8,15,2,0,1,2,35,3,8,30,4,1
104,1,5,8,15,2,0,1,1,60,2,8,30,4,1
104,1,5,8,20,2,0,2,1,56,3,8,50,3,2
104,1,5,8,20,2,0,2,2,41,2,8,50,3,2
104,1,5,8,20,2,0,2,2,38,2,8,50,3,2
104,1,5,8,25,2,0,1,1,71,2,8,50,14,11
104,1,5,8,25,2,0,1,1,62,3,8,50,14,9
104,1,5,8,25,2,0,1,1,37,3,8,50,14,11
104,1,5,8,25,2,0,1,1,21,2,8,50,14,9
104,1,5,8,25,2,0,1,2,32,3,8,50,14,11
104,1,5,8,39,2,0,1,1,,4,8,50,3,2
104,1,5,8,39,2,0,1,1,19,2,8,50,3,2
104,1,5,8,50,2,0,1,1,28,4,8,50,3,1
104,1,5,8,50,2,0,1,1,,4,8,50,14,9
104,1,5,8,50,2,0,1,1,32,2,8,50,3,1
104,1,5,8,50,2,0,1,1,30,2,8,50,14,9
104,1,5,8,55,2,0,1,1,,4,8,50,3,2
104,1,5,8,55,2,0,1,2,18,2,8,50,3,2
104,1,5,9,7,2,0,2,1,20,3,8,70,14,7
104,1,5,9,7,2,0,2,1,30,2,8,70,14,7
104,1,5,9,7,2,0,2,2,29,2,8,70,14,7
104,1,5,9,35,2,0,1,1,,4,8,50,14,9
104,1,5,9,35,2,0,1,2,68,2,8,50,14,9
104,1,5,9,35,2,0,1,2,34,3,8,50,14,9
104,1,5,9,46,2,0,2,2,55,2,8,50,3,1
104,1,5,9,46,2,0,2,1,21,2,8,50,3,1
104,1,5,10,35,2,0,1,1,54,3,8,50,4,2
104,1,5,10,35,2,0,1,1,49,2,8,50,4,2
104,1,5,10,40,2,0,1,2,48,3,8,50,4,1
104,1,5,10,40,2,0,1,2,18,2,8,50,4,1
104,1,5,11,24,2,0,1,1,63,2,8,50,4,1
104,1,5,11,24,2,0,1,2,42,3,8,50,4,1
104,1,5,11,40,2,0,1,1,21,2,8,50,3,1
